Time,Ay,Bk_Stat,GearStat,Pitch,Roll,Roll_E,Roll_L1,Roll_L2,Roll_R1,Roll_R2,Rot_L1,Rot_L2,Rot_R1,Rot_R2,Steer_SW,Vx,VxTarget,Vxz_Fwd,Xo,Xpreview,X_Design,X_L1,X_L2,X_R1,X_R2,X_Target,Yaw,Yaw_L1,Yaw_L2,Yaw_R1,Yaw_R2,Yo,Ypreview,Y_Design,Y_L1,Y_L2,Y_R1,Y_R2,Y_Target,Zcg_SM,Zo,Z_L1,Z_L2,Z_R1,Z_R2
5.7, -0.01165329921581, 0, 6, 2.21095554949, -0.2605351800463, -0.2607292792121, 0.6726819133918, 1.258627770603, -1.233895052692, -1.724703387846, 84.51854267525, 84.52021102359, 84.51673286618, 84.51767487412, -0.7551032420472, 99.9749329237, 100, 100.0226825078, 223.990883775, 240.3374313681, 224.7133900614, 224.3689344432, 222.3466898349, 223.6361633253, 221.6114765768, 224.7133900614, -29.68275213053, -29.56510883396, -29.91411167671, -29.85368598101, -29.44577908814, -128.4135677492, -137.7290027383, -127.136766354, -127.7754270271, -126.620126452, -129.0615487671, -127.9103755504, -127.136766354, 41.33587624129, 40.91621489415, 41.23859695422, 41.31084270252, 41.24648453728, 41.31648753955
5.725, -0.01013759717979, 0, 6, 2.23024490502, -0.2978770303795, -0.2981028413539, 0.6392761586668, 1.220314795994, -1.280136987474, -1.759979732795, 84.88945727177, 84.89108267999, 84.88755682428, 84.88845956458, -0.7155616932267, 99.97671117475, 100, 100.0252981608, 224.5939650445, 240.9396511841, 225.3174888297, 224.9722763332, 222.9501787383, 224.239413479, 222.2148444085, 225.3174888297, -29.6895057091, -29.56829191186, -29.91949802506, -29.85746241877, -29.45182015839, -128.7572530661, -138.0744790855, -127.4786029891, -128.1190243487, -126.9635010075, -129.4050664043, -128.2536776405, -127.4786029891, 41.31439415458, 40.89434697355, 41.21638808755, 41.2892466471, 41.22549369523, 41.29577078218
5.75, -0.008718299895292, 0, 6, 2.242980892074, -0.3419602634602, -0.3422224643105, 0.602486226696, 1.178535687946, -1.335691636175, -1.804119518943, 85.2603824209, 85.26196209683, 85.2583984567, 85.25925815341, -0.6756280543191, 99.97870143966, 100, 100.0277447579, 225.1970505888, 241.5419367526, 225.9216318431, 225.575605169, 223.553636896, 224.8426706091, 222.818197919, 225.9216318431, -29.69576312068, -29.57031227279, -29.92511956773, -29.86079894007, -29.45640776366, -129.1010501854, -138.4198660022, -127.820446595, -128.462684102, -127.3069498112, -129.7486458735, -128.5970608874, -127.820446595, 41.29270266282, 40.87240158256, 41.19416539292, 41.2673109538, 41.20461820048, 41.27486528951
5.775, -0.007395006338638, 0, 6, 2.248220611316, -0.3917263039051, -0.3920280702482, 0.5627512875793, 1.134926478797, -1.399091926728, -1.856842667008, 85.63131721269, 85.63284952519, 85.62925790432, 85.63007185511, -0.6348443610045, 99.98088522049, 100, 100.0299471629, 225.8001561693, 242.1443110256, 226.525838145, 226.1789276731, 224.1570704471, 225.445942444, 223.4215445838, 226.525838145, -29.70142384116, -29.57108858284, -29.93125056927, -29.86359681095, -29.45929428365, -129.4449480388, -138.7651262269, -128.1622998037, -128.8063962982, -127.6504674424, -130.0922782911, -128.9405201, -128.1622998037, 41.27088820632, 40.85048409902, 41.17202056317, 41.24514117067, 41.18393037545, 41.25385362911
5.8, -0.006080327321207, 0, 6, 2.245981215688, -0.4461681341326, -0.4465111565178, 0.5202347380839, 1.090257515205, -1.468703001087, -1.917381045801, 86.00225985927, 86.00374406157, 86.00013451758, 86.00090102891, -0.5927551097462, 99.9832301615, 100, 100.0318736952, 226.4032910999, 242.7467968972, 227.1301270218, 226.7822486177, 224.7604837139, 226.0492346643, 224.0248903761, 227.1301270218, -29.70638560914, -29.57071725479, -29.93776179599, -29.86581213347, -29.46017897145, -129.7889328295, -139.1102222569, -128.5041781467, -129.1501502002, -127.9940481175, -130.4359546483, -129.2840499637, -128.5041781467, 41.24905258816, 40.82869601238, 41.15002997524, 41.22285375082, 41.16349362146, 41.23283500274
5.825, -0.004686482991868, 0, 6, 2.237121541134, -0.5045969258748, -0.5049818150486, 0.4740730259331, 1.04438110729, -1.542412222635, -1.984681862459, 86.37320781838, 86.37464386019, 86.37102691479, 86.37174513906, -0.5541529528624, 99.98566944216, 100, 100.0335506775, 227.0064581977, 243.3494147845, 227.7344850373, 227.3855702722, 225.3638794911, 226.6525492627, 224.6282398826, 227.7344850373, -29.71055891689, -29.56929299096, -29.94438860102, -29.86718640533, -29.45910381479, -130.1329896888, -139.4551202998, -128.8460800882, -129.4939332551, -128.3376853204, -130.7796665514, -129.627644562, -128.8460800882, 41.22729871444, 40.80712305256, 41.12821844067, 41.20055803152, 41.14332593371, 41.2119103886
5.85, -0.003191916687754, 0, 6, 2.223420498383, -0.5666721722906, -0.5670991317081, 0.4228313098687, 0.9965425757293, -1.618177664538, -2.057639201241, 86.74415821469, 86.74554643654, 86.74193300557, 86.74260287268, -0.5310281703019, 99.98810484629, 100, 100.0350042965, 227.6096529931, 243.9521806777, 228.338899845, 227.9888931605, 225.9672595122, 227.2558851817, 225.2315965002, 228.338899845, -29.71387834661, -29.56715032235, -29.95071448144, -29.86763063466, -29.45641254405, -130.4771021643, -139.7997931421, -129.1880031852, -129.8377318522, -128.6813713104, -131.1234057547, -129.9712967918, -129.1880031852, 41.20571311836, 40.78581614105, 41.10656341084, 41.17834857708, 41.12340131184, 41.19117301425
5.875, -0.001650673338113, 0, 6, 2.207345585792, -0.6322704140126, -0.6327399345238, 0.3654850834759, 0.9456804860961, -1.694797532681, -2.135074979703, 87.11510844404, 87.11644899122, 87.11285034066, 87.11347221581, -0.515316077825, 99.99044404265, 100, 100.0362552713, 228.2128652435, 244.5551035181, 228.9433541286, 228.5922174927, 226.5706251982, 227.8592408287, 225.8349626099, 228.9433541286, -29.71631754506, -29.56488285452, -29.95632151768, -29.86748798219, -29.45237995284, -130.8212524116, -140.1442245277, -129.5299421863, -130.1815335791, -129.0250969497, -131.4671634306, -130.3149979774, -129.5299421863, 41.18435815662, 40.76478821571, 41.08503267031, 41.15630363147, 41.10368529041, 41.17070113521
5.9, -5.665246882146e-05, 0, 6, 2.191461569873, -0.701292005414, -0.7018053132101, 0.3017742494399, 0.8902209458937, -1.771692738868, -2.21523044673, 87.48605614695, 87.48734856524, 87.48377691087, 87.48435040341, -0.4975061074476, 99.99261319644, 100, 100.0373544719, 228.8160832593, 245.1581839214, 229.5478294734, 229.1955433927, 227.173977676, 228.4626156987, 226.4383391618, 229.5478294734, -29.71789620895, -29.56214542875, -29.96068979288, -29.86648284777, -29.44754259888, -131.1654225824, -140.4884116154, -129.8718912212, -130.5253276816, -129.3688514642, -131.8109306325, -130.6587377509, -129.8718912212, 41.16327030386, 40.74402436703, 41.06359710956, 41.13446597414, 41.0841443213, 41.15053484024
5.925, 0.001580283098543, 0, 6, 2.177553857682, -0.7735306754932, -0.7740896962805, 0.231986311052, 0.828693751617, -1.848615198526, -2.296114671656, 87.85699991539, 87.85824223935, 87.85471130226, 87.8552342352, -0.4680874256374, 99.99452751345, 100, 100.0383246565, 229.4193000412, 245.7614177688, 230.1523118837, 229.7988724203, 227.7773178034, 229.066010839, 227.0417259554, 230.1523118837, -29.71865910715, -29.55879696177, -29.96321095251, -29.8642204822, -29.44264971469, -131.5095968497, -140.8323587257, -130.2138469202, -130.8691049955, -129.7126227923, -132.1546982605, -131.0025046435, -130.2138469202, 41.14245523633, 40.72349450004, 41.04223191629, 41.11282357104, 41.06474591316, 41.13065560838
5.95, 0.003260444772592, 0, 6, 2.166215582492, -0.8486603042745, -0.8492672537074, 0.1567457566074, 0.7605587330362, -1.92546480492, -2.376392961371, 88.22793903895, 88.22912789516, 88.22565275639, 88.22612110638, -0.4176484807786, 99.99611826301, 100, 100.0391575517, 230.0225160058, 246.3648011849, 230.7567853721, 230.4022074329, 228.3806473883, 229.6694290662, 227.6451235447, 230.7567853721, -29.71864715633, -29.55444979397, -29.96350508619, -29.86036148762, -29.43808407581, -131.8537622712, -141.1760686038, -130.5558042653, -131.2128569288, -130.0563990948, -132.4984568604, -131.3462872294, -130.5558042653, 41.12188812655, 40.70316191989, 41.02091638843, 41.09133059638, 41.04546003641, 41.11100777851
5.975, 0.005014628127331, 0, 6, 2.157131118858, -0.9263037846347, -0.9269607246475, 0.07687450857393, 0.6862781630015, -2.002266229456, -2.45568420443, 88.59887321697, 88.60000449979, 88.59660105022, 88.59700962529, -0.336958106337, 99.99735474242, 100, 100.0398380506, 230.6257373246, 246.9683346484, 231.3612288185, 231.0055523174, 228.9839694856, 230.2728748888, 228.2485343319, 231.3612288185, -29.71787485813, -29.54867265194, -29.96147578678, -29.85469045531, -29.43396404879, -132.1979078355, -141.5195356134, -130.8977371308, -131.5565746532, -130.4001695836, -132.8421962546, -131.6900747535, -130.8977371308, 41.10152287427, 40.68298688503, 40.99963300107, 41.06993203746, 41.02626031588, 41.09152635714
6, 0.006897770757447, 0, 6, 2.149614482368, -1.006102661939, -1.006811239944, -0.006676226086709, 0.6069242470171, -2.079246459886, -2.534372430352, 88.9698021759, 88.97087180317, 88.96755656097, 88.96789964311, -0.2199137631809, 99.9982475091, 100, 100.0403577024, 231.2289728671, 247.572026167, 231.9656870859, 231.6089116657, 229.587287938, 230.8763548418, 228.8519626763, 231.9656870859, -29.71631397531, -29.54101491055, -29.95740882025, -29.84668222721, -29.43013649425, -132.5420226529, -141.8627407509, -131.2396686281, -131.9002483073, -130.7439244564, -133.1859051797, -132.0338572765, -131.2396686281, 41.08130486468, 40.66292856841, 40.9783692848, 41.04858055457, 41.00712660905, 41.07215625746
6.025, 0.008952276575173, 0, 6, 2.143036033588, -1.087718897666, -1.088480285299, -0.09288611358637, 0.5238190841584, -2.156741932006, -2.613151225071, 89.34072537422, 89.34172984625, 89.33851986344, 89.33879199057, -0.08196942975162, 99.99883810579, 100, 100.0407217095, 231.8322320798, 248.1758933112, 232.5701585813, 232.212290635, 230.1906068595, 231.4798770117, 229.4554145577, 232.5701585813, -29.71388404248, -29.53105593047, -29.95160586288, -29.83617468077, -29.42608069523, -132.8860941874, -142.2056485919, -131.581605893, -132.2438661545, -131.0876543346, -133.5295707143, -132.3776255237, -131.581605893, 41.06118230176, 40.64294782584, 40.95711788902, 41.0272456442, 40.98804428442, 41.05286085922
6.05, 0.01113227273907, 0, 6, 2.137023136552, -1.17084686029, -1.171661856542, -0.1809072921861, 0.438184291011, -2.235162756468, -2.692743555434, 89.71164211274, 89.71257853557, 89.70949150311, 89.7096880451, 0.07455855210747, 99.99918098706, 100, 100.0409467773, 232.4355239413, 248.7799628547, 233.174640412, 232.8156951702, 230.7939302244, 232.0834504965, 230.0588968766, 233.174640412, -29.710456088, -29.51906918732, -29.94414614252, -29.8235448106, -29.42142984283, -133.2301077042, -142.5482082247, -131.9235553272, -132.5874145086, -131.4313497241, -133.8731783975, -132.7213706453, -131.9235553272, 41.04111298565, 40.62300994563, 40.93587373537, 41.00591361949, 40.96900132922, 41.0336197386
6.075, 0.01344987336072, 0, 6, 2.131482128945, -1.255210370136, -1.256079580127, -0.2699585157637, 0.3510105125542, -2.314764712337, -2.773649876448, 90.0825512525, 90.08341746771, 90.08047225298, 90.0805893172, 0.2514475772692, 99.99932994426, 100, 100.0410518623, 233.0388565766, 249.3842660089, 233.7791283268, 233.4191313073, 231.3972619057, 232.6870851667, 230.6624168696, 233.7791283268, -29.7058799017, -29.5050025234, -29.93540661259, -29.80882995836, -29.41550347148, -133.5740468178, -142.8903616677, -132.2655225646, -132.9308780371, -131.7750005469, -134.2167131042, -133.0650836779, -132.2655225646, 41.02106650354, 40.60308639745, 40.91463322581, 40.98458229382, 40.94998711868, 41.01442366357
6.1, 0.01594545892783, 0, 6, 2.12653129319, -1.340530220627, -1.341454224051, -0.3593656579178, 0.26303783137, -2.395627506985, -2.85610512124, 90.45345134526, 90.45424592838, 90.45146301749, 90.45149719579, 0.450419315557, 99.99933272499, 100, 100.0410545185, 233.6422377239, 249.9888366645, 234.3836171233, 234.0226053142, 232.0006057756, 233.2907914746, 231.2659819742, 234.3836171233, -29.69999386419, -29.48854921813, -29.92530159295, -29.79181472876, -29.4081253354, -133.9178936245, -143.2320468705, -132.607512702, -133.2742399518, -132.1185958495, -134.5601591106, -133.4087552139, -132.607512702, 41.0010238397, 40.58315578279, 40.89339457848, 40.96325703473, 40.93099238042, 40.99527015568
6.125, 0.01865227323363, 0, 6, 2.122398438664, -1.426500160612, -1.42747962491, -0.4485691115208, 0.1747334119939, -2.477661805445, -2.940022649543, 90.82434077472, 90.82506282826, 90.82246479864, 90.82241296736, 0.6731342263189, 99.99922814827, 100, 100.0409715749, 234.245675528, 250.5937115684, 234.9881012407, 234.626124032, 232.6039657251, 233.8945805371, 231.869599916, 234.9881012407, -29.69262413965, -29.46942132111, -29.91393826509, -29.7721810624, -29.39887374598, -134.2616286887, -143.5731972624, -132.9495306341, -133.6174819555, -132.4621236072, -134.9034998876, -133.7523752295, -132.9495306341, 40.98097547925, 40.56320399005, 40.87215766673, 40.94194610046, 40.91200890496, 40.97615937439
6.15, 0.02159878070318, 0, 6, 2.11930373911, -1.512785741449, -1.513821449271, -0.5371311111139, 0.08637632681323, -2.560602539725, -3.025096068451, 91.19521781416, 91.19586677804, 91.19347863195, 91.1933378146, 0.9211795551965, 99.99904414346, 100, 100.0408186, 234.8491793316, 251.198930806, 235.5925850431, 235.2296950473, 233.2073457381, 234.4984641647, 232.4732788201, 235.5925850431, -29.68358209093, -29.44736953912, -29.90097892015, -29.7497674288, -29.38761067048, -134.6052311818, -143.9137407507, -133.2915923998, -133.9605841106, -132.8055706525, -135.2467178579, -134.0959329783, -133.2915923998, 40.96091838856, 40.54322352515, 40.85092304128, 40.92065628928, 40.89302877224, 40.95708979584
6.175, 0.02481468800377, 0, 6, 2.117383171665, -1.59903157805, -1.600124378291, -0.6247576021605, -0.001871784921155, -2.644019758003, -3.110870437883, 91.5660806414, 91.56665616427, 91.56450581588, 91.56427292302, 1.195979862003, 99.99879846486, 100, 100.0406108305, 235.4527601426, 251.8045379506, 236.1970169674, 235.833326698, 233.8107500974, 235.1024552054, 233.0770274128, 236.1970169674, -29.67266338207, -29.42208336064, -29.88628733648, -29.72413751353, -29.3741578894, -134.9486789724, -144.2535992249, -133.6336668124, -134.3035246903, -133.1489226404, -135.5897943923, -134.439416868, -133.6336668124, 40.94085263648, 40.52321167004, 40.82968936835, 40.89939092413, 40.87404262723, 40.93805627286
6.2, 0.02832540069935, 0, 6, 2.116686751448, -1.684881636249, -1.686032382833, -0.7112890212506, -0.08987416203133, -2.72735970563, -3.196861134599, 91.9369273991, 91.93742929178, 91.93554768559, 91.93521957101, 1.494712622774, 99.99850157423, 100, 100.0403645778, 236.0564305926, 252.4105801205, 236.8014028728, 236.4370281552, 234.4141835878, 235.7065672856, 233.6808552408, 236.8014028728, -29.65964778819, -29.39330501172, -29.86948343173, -29.69508981197, -29.35834614309, -135.2919485492, -144.5926883051, -133.9757411092, -134.6462801274, -133.4921639896, -135.9327094657, -134.7828143218, -133.9757411092, 40.92077837992, 40.50316750686, 40.80845126115, 40.87814975411, 40.8550376617, 40.91905029039
6.225, 0.03213008087362, 0, 6, 2.117225408443, -1.769986444118, -1.771195967754, -0.7966310846559, -0.177484536157, -2.810044067975, -3.282606010053, 92.30775626275, 92.30818443269, 92.30660563673, 92.30617917536, 1.81454963145, 99.99816033219, 100, 100.0400961754, 236.6602045765, 253.017107291, 237.4057493414, 237.0408095421, 235.017651707, 236.3108149456, 234.2847728069, 237.4057493414, -29.64430324349, -29.36091008331, -29.8503897184, -29.66254914219, -29.33995025717, -135.6350148325, -144.9309183736, -134.31780294, -134.9888251223, -133.8352777609, -136.2754415024, -135.1261115647, -134.31780294, 40.9006937917, 40.48308890629, 40.787200357, 40.85692999257, 40.8359975946, 40.90006097152
6.25, 0.03623369582063, 0, 6, 2.119004577488, -1.854002178413, -1.855271285056, -0.8806586123904, -0.2645324756964, -2.891525414852, -3.367674329975, 92.67856550551, 92.6789199218, 92.67768122765, 92.67715322133, 2.154322039954, 99.99778131551, 100, 100.0398233144, 237.2640969268, 253.6241706452, 238.0100630238, 237.644682003, 235.6211608659, 236.9152138248, 234.8887915667, 238.0100630238, -29.62639528418, -29.32492790412, -29.82862470227, -29.62629148679, -29.31894569004, -135.9778511944, -145.2681973915, -134.6598399992, -135.3311329032, -134.17824553, -136.6179674032, -135.4692933733, -134.6598399992, 40.88059417952, 40.46297097259, 40.76592687363, 40.83572659619, 40.81690464105, 40.8810752613
6.275, 0.04064592506329, 0, 6, 2.122024229567, -1.936600490215, -1.937929962648, -0.9632016378594, -0.35085715523, -2.971313723189, -3.451647556687, 93.04935342578, 93.04963416525, 93.04877604513, 93.04814324467, 2.512862834683, 99.99737136471, 100, 100.0395649778, 237.8681233153, 254.2318212143, 238.6143506338, 238.2486574929, 236.2247185079, 237.5197804721, 235.4929239197, 238.6143506338, -29.60569467921, -29.28509222045, -29.80396650654, -29.58615458751, -29.29504520577, -136.3204296145, -145.6044331917, -135.0018400225, -135.6731752347, -134.5210472674, -136.9602624871, -135.8123428639, -135.0018400225, 40.86047165141, 40.44280571116, 40.74462015344, 40.81453113982, 40.79774030376, 40.86207751639
6.3, 0.04537274126872, 0, 6, 2.126260027296, -2.017468570846, -2.01885914216, -1.044046281447, -0.4362548140287, -3.048990002499, -3.53413943518, 93.42011851946, 93.42032571135, 93.41989172981, 93.41915077601, 2.889014349813, 99.99693679248, 100, 100.0393381743, 238.4723003616, 254.8401094837, 239.2186190581, 238.8527491013, 236.8283332436, 238.1245323998, 236.0971832125, 239.2186190581, -29.58197962743, -29.24129149429, -29.7760698006, -29.54194085177, -29.26804119033, -136.6627207349, -145.9395341036, -135.3437908492, -136.014922584, -134.8636612878, -137.302300489, -136.1552413817, -135.3437908492, 40.84031497316, 40.42258226559, 40.72326894862, 40.79333208907, 40.7784856473, 40.84304884856
6.325, 0.05041324580193, 0, 6, 2.131672649153, -2.096287521756, -2.097739838043, -1.122959830211, -0.5204473057336, -3.124084089593, -3.614822478499, 93.79085932735, 93.79099327423, 93.79102996238, 93.79017737097, 3.281632149578, 99.9964892737, 100, 100.0391690203, 239.0766456581, 255.4490851863, 239.8231676785, 239.4569707283, 237.4320150099, 238.7294878271, 236.7015838715, 239.8231676785, -29.55503691281, -29.19306241052, -29.74476844251, -29.49336925689, -29.23784755924, -137.0046937021, -146.2734092671, -135.6859271631, -136.356343876, -135.2060642014, -137.6440536877, -136.4979684219, -135.6859271631, 40.82010986348, 40.40228702159, 40.70186023722, 40.77211665436, 40.75911758268, 40.82396866815
6.35, 0.05583105134593, 0, 6, 2.138301732288, -2.172662577766, -2.174177239163, -1.199531744344, -0.6030232544952, -3.196087625282, -3.693340840157, 94.16157461781, 94.16163572277, 94.1621923922, 94.16122466177, 3.689589980307, 99.99602749886, 100, 100.03905846, 239.681177372, 256.0587970066, 240.4275805605, 240.0613374879, 238.0357750936, 239.3346656546, 237.3061414368, 240.4275805605, -29.52466341357, -29.14037613567, -29.70987980667, -29.44007386214, -29.20415308885, -137.3463154311, -146.6059690255, -136.02812716, -136.6974066228, -135.5482307343, -137.9854927382, -136.8405014986, -136.02812716, 40.79983879769, 40.38190150786, 40.68037891144, 40.7508730493, 40.73960751869, 40.80481595067
6.375, 0.06165901699502, 0, 6, 2.146105514815, -2.246232340583, -2.247809800457, -1.273037975158, -0.6835710624522, -3.265169598648, -3.7694273927, 94.53226326701, 94.53225197148, 94.53338058181, 94.5322942474, 4.111771246607, 99.99556512449, 100, 100.0389921591, 240.2859150122, 256.6692941443, 241.0317946548, 240.6658662563, 238.6396259524, 239.9400879002, 237.910872539, 241.0317946548, -29.49065719282, -29.08301470669, -29.67120927214, -29.38217302445, -29.16681991798, -137.6875513836, -146.937122069, -136.3702586133, -137.0380767525, -135.8901337443, -138.326584929, -137.1828161759, -136.3702586133, 40.7794847858, 40.36140941907, 40.65882906476, 40.72958963741, 40.7199589604, 40.7855704278
6.4, 0.06786253665313, 0, 6, 2.154758842585, -2.316741915425, -2.318382100182, -1.342870399582, -0.7617757390437, -3.331508008303, -3.84285725899, 94.90292429657, 94.90284098914, 94.9045959089, 94.90338783173, 4.54710509764, 99.9951194954, 100, 100.0389692336, 240.8908809234, 257.2806292678, 241.6358564295, 241.2705757103, 239.243581162, 240.5457781079, 238.5157950901, 241.6358564295, -29.45280135308, -29.02090578453, -29.62857657976, -29.31958430427, -29.1256014649, -138.0283662021, -147.2667702574, -136.7122447439, -137.3783180305, -136.2317443465, -138.667295634, -137.5248862808, -136.7122447439, 40.75903556285, 40.34080488219, 40.63722433227, 40.7082531021, 40.70018152059, 40.76621227208
6.425, 0.07478891941636, 0, 6, 2.163644896271, -2.383931889948, -2.385633655219, -1.408300735014, -0.8373003453148, -3.395403849126, -3.913367701926, 95.27355670733, 95.27340176849, 95.27583755562, 95.27450704559, 4.994472412653, 99.99464291032, 100, 100.0388820094, 241.4961005822, 257.8928589215, 242.2398143101, 241.8754859715, 239.8476552166, 241.1517620707, 239.1209276268, 242.2398143101, -29.41086069738, -28.95384492527, -29.58178089102, -29.25226195197, -29.08037056067, -138.3687231092, -147.5948075815, -137.0540100612, -137.7180917995, -136.5730318886, -139.0075876198, -137.8666839817, -137.0540100612, 40.73848264983, 40.32009165674, 40.61558479998, 40.68684706518, 40.68030106612, 40.74671374558
6.45, 0.08306321321184, 0, 6, 2.170788570806, -2.448772993539, -2.450532670622, -1.468092150324, -0.9105539992875, -3.463886118522, -3.982470550771, 95.64415952253, 95.64393321095, 95.64710785503, 95.64565341283, 5.452557413383, 99.99406240249, 100, 100.0382788252, 242.1016051397, 258.5060483193, 242.8437240666, 242.4806223522, 240.4518631965, 241.7580888889, 239.7262900943, 242.8437240666, -29.36455353128, -28.88145666785, -29.53078239344, -29.18060313039, -29.0308679293, -138.7085921078, -147.921110015, -137.3954833974, -138.0573575817, -136.9139642499, -139.3474078746, -138.208179026, -137.3954833974, 40.71784077547, 40.29932430821, 40.59403840781, 40.6653538838, 40.66065361419, 40.72706944316
6.475, 0.09209843156876, 0, 6, 2.171445326355, -2.515118159319, -2.516926666751, -1.526021037048, -0.984394022707, -3.543360148619, -4.054273904014, 96.01473125213, 96.01443431064, 96.01842234709, 96.01682937704, 5.919144389935, 99.993481181, 100, 100.0372375855, 242.707440998, 259.1203066189, 243.4476593231, 243.0860136896, 241.0562197092, 242.3648087333, 240.3319068343, 243.4476593231, -29.31335769753, -28.80331303183, -29.47548090893, -29.1050201435, -28.97656865903, -139.047957725, -148.2454741767, -137.7366038072, -138.3960666328, -137.2545094423, -139.6867007918, -138.5493412105, -137.7366038072, 40.69718207027, 40.27867123932, 40.57273148638, 40.64373948475, 40.64157545415, 40.70730933397
6.5, 0.1006436254687, 0, 6, 2.16186243731, -2.585602710005, -2.587445583846, -1.588390003374, -1.060247652503, -3.629934910987, -4.131309441605, 96.38526862084, 96.38490436165, 96.38977875459, 96.38803888997, 6.391610790476, 99.99293293595, 100, 100.0361131953, 243.3136575026, 259.735762711, 244.0539744227, 243.691684391, 241.6607423893, 242.9719388378, 240.9378056919, 244.0539744226, -29.25665343552, -28.719044746, -29.41569600791, -29.02386835151, -28.917238966, -139.3867882137, -148.5676603326, -138.0790556136, -138.7341598443, -137.594630864, -140.0254276772, -138.8901376518, -138.0790556135, 40.67658207792, 40.25828412613, 40.55164408064, 40.62200619654, 40.62291325693, 40.68746069216
6.525, 0.1102187803515, 0, 6, 2.143377395129, -2.659187931337, -2.661051033553, -1.658514709998, -1.135237026693, -3.71195332972, -4.218895976364, 96.7557680143, 96.75534366074, 96.76117124231, 96.75928742782, 6.868974743047, 99.99224466404, 100, 100.0348900616, 243.9202776124, 260.3524634762, 244.6600035415, 244.2976506083, 242.2654596231, 243.5794676962, 241.5440224919, 244.6600035415, -29.19430281416, -28.62929748434, -29.35197395808, -28.93618055664, -28.85120846667, -139.7250224277, -148.8875713529, -138.4228156845, -139.0715819974, -137.9342810173, -140.3635627759, -139.2305212409, -138.4228156845, 40.65607199, 40.2381671329, 40.53060218916, 40.60027066949, 40.60420876183, 40.66767155789
6.55, 0.1201507930946, 0, 6, 2.124592841207, -2.734991563379, -2.736874394721, -1.735743673725, -1.208169571078, -3.786398635575, -4.318055420423, 97.12622717289, 97.12575328331, 97.13259167365, 97.13057805962, 7.353470923255, 99.9916438625, 100, 100.0337984399, 244.5272691463, 260.9702965674, 245.2639507826, 244.9039242177, 242.8704130641, 244.1873923024, 242.1506017227, 245.2639507826, -29.12710937092, -28.53451802795, -29.28524227415, -28.84230663486, -28.7767176924, -140.0625881347, -149.2053937505, -138.7660198619, -139.4082924988, -138.2733954712, -140.7010661829, -139.5704188597, -138.7660198619, 40.63567860356, 40.21817420857, 40.50944421384, 40.57877174282, 40.5852443314, 40.6483164556
6.575, 0.1285830848305, 0, 6, 2.115973972908, -2.812969844726, -2.81489075385, -1.817654591114, -1.282586636566, -3.853816536214, -4.421190333179, 97.49664629039, 97.49613130405, 97.50403231542, 97.50190205036, 7.848086279287, 99.99123069305, 100, 100.0332127448, 245.1345862749, 261.5891079958, 245.8662612784, 245.5105215845, 243.4756386381, 244.7957153043, 242.7575680057, 245.8662612784, -29.05612136588, -28.43525034137, -29.21493591888, -28.7427713853, -28.6955375856, -140.3994148474, -149.5213932759, -139.1078217832, -139.7442556374, -138.6119055788, -141.0378940055, -139.9097553398, -139.1078217832, 40.61542976869, 40.19812312917, 40.48807952471, 40.55763797275, 40.56585961827, 40.6295285562
6.6, 0.1341730186532, 0, 6, 2.123897604348, -2.889784807821, -2.891773076032, -1.898587407587, -1.360910183029, -3.911445676255, -4.513268441743, 97.8670268067, 97.86647246997, 97.87549012685, 97.87324516771, 8.354043432116, 99.99088108328, 100, 100.0333577308, 245.7422209036, 262.2088309988, 246.4673982722, 246.1174660705, 244.081156094, 245.4044481031, 243.3649213334, 246.467398272, -28.98184108529, -28.3322553326, -29.13897189061, -28.63770034004, -28.61190954895, -140.7354263538, -149.8356811525, -139.4474052688, -140.0794306795, -138.9497543996, -141.3740047749, -140.2484794664, -139.4474052687, 40.59528492179, 40.17784422822, 40.46648113522, 40.53679590535, 40.54584793552, 40.61102341106
6.625, 0.1396651191918, 0, 6, 2.147948616432, -2.958079299678, -2.960161024067, -1.96876881096, -1.439468641963, -3.954728018763, -4.584898795546, 98.23736994474, 98.23677040176, 98.24696863138, 98.24460025656, 8.869982491773, 99.99022123576, 100, 100.0336973644, 246.3502169642, 262.8295234, 247.0678458678, 246.7247856502, 244.6869720252, 246.0136240395, 243.9726603535, 247.0678458668, -28.90398488944, -28.22561240148, -29.05554931744, -28.5281503623, -28.52778869698, -141.0705459513, -150.1481398553, -139.7839853221, -140.4137718214, -139.2869048432, -141.7093508237, -140.5865672132, -139.7839853216, 40.57510726865, 40.15720657477, 40.44470271494, 40.5160437208, 40.52514795422, 40.59237931104
6.65, 0.145876670313, 0, 6, 2.1813035085, -3.012574584464, -3.014761127376, -2.020233569052, -1.512932143541, -3.990192313483, -4.633499268018, 98.60767586037, 98.60701933753, 98.61847870081, 98.61597030769, 9.392197920375, 99.98928687797, 100, 100.0338069892, 246.9586538389, 263.4513550262, 247.668097492, 247.3325148775, 245.2930888814, 246.6233215412, 244.5807952091, 247.6680974894, -28.82158303109, -28.1138257773, -28.9639460319, -28.41455609709, -28.44253592933, -141.4047204571, -150.458443741, -140.116800455, -140.7472264476, -139.6233356534, -142.0438611387, -140.9240090629, -140.1168004535, 40.55475790596, 40.13620633382, 40.4229436008, 40.49517312229, 40.50420434302, 40.57326646246
