Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,Mz_L1
         0.27, -0.0201352722943, -0.446785330772, 0.0849521160126, -541.654296875, 43.9802017212, 2945.63964844, -1.66763162613, -1.37667429447
        0.271, -0.01827583462, -0.43438705802, 0.0599833503366, -583.956665039, 52.5883789062, 3228.69360352, -1.39162516594, -1.66749918461
        0.272, -0.0162776038051, -0.41920658946, 0.036079145968, -619.706787109, 61.1802597046, 3505.67114258, -1.05946135521, -1.97730982304
        0.273, -0.0141771035269, -0.401312023401, 0.0132777616382, -648.265563965, 69.6712112427,  3775.8046875, -0.67898106575, -2.30147218704
        0.274, -0.0120109505951, -0.380805164576, -0.00839026924223, -669.137695312, 77.9722900391, 4038.37963867, -0.258033633232, -2.63501310349
        0.275, -0.00981568172574, -0.357820689678, -0.0289018414915, -681.980895996, 85.9920501709, 4292.73779297, 0.195647612214, -2.9724521637
        0.276, -0.00762739498168, -0.332525789738, -0.0482410788536, -686.612609863, 93.6394882202,    4538.28125, 0.67455470562, -3.3073387146
        0.277, -0.00548127386719, -0.305118232965, -0.0663989186287, -683.014831543, 100.825942993, 4774.47851562, 1.17149925232, -3.6333630085
        0.278, -0.00341106089763, -0.275824457407, -0.0833728015423, -671.336242676, 107.467048645, 5000.86572266, 1.67969381809, -3.94414925575
        0.279, -0.00144850858487, -0.244889512658, -0.099166251719, -651.890075684, 113.484703064, 5217.05078125, 2.19281387329, -4.23341035843
         0.28, 0.000377161341021, -0.212545752525, -0.113788090646, -625.149475098, 118.808258057, 5422.70703125, 2.70503211021, -4.49508714676
        0.281, 0.00203976756893, -0.179000735283, -0.127250835299, -591.737976074, 123.374938965, 5617.56396484, 3.21100878716, -4.72345733643
        0.282, 0.00351663352922, -0.144432157278, -0.139569222927, -552.417236328, 127.129844666, 5801.39404297, 3.70586514473, -4.91323280334
        0.283, 0.00478898966685, -0.10898386687, -0.150758847594, -508.070007324, 130.025634766, 5974.00390625, 4.18513822556, -5.05964612961
        0.284, 0.00584229733795, -0.0727633759379, -0.16083471477, -459.680603027, 132.022003174,    6135.21875, 4.64472866058, -5.15852022171
        0.285, 0.00666648987681, -0.0358400531113, -0.169810086489, -408.311859131, 133.084823608, 6284.87451172, 5.08083868027, -5.20632219315
        0.286, 0.00725611532107, 0.00172724132426, -0.17769536376, -355.079986572, 133.185287476, 6422.80712891, 5.48991012573, -5.20019817352
        0.287, 0.00761038810015, 0.039728730917, -0.184499382973, -301.126190186, 132.301300049, 6548.87646484, 5.86866617203, -5.13810634613
        0.288, 0.00773311825469, 0.0777532309294, -0.190235286951, -247.58493042,  130.42326355, 6663.03173828, 6.21433019638, -5.0191321373
        0.289, 0.00763251958415, 0.115211188793, -0.194925382733, -195.551940918, 127.559303284, 6765.36328125,  6.5248374939, -4.84374761581
         0.29, 0.00732090510428, 0.151330515742, -0.198605686426, -146.053344727, 123.739707947, 6856.15332031, 6.79904556274, -4.61399126053
        0.291, 0.00681427447125, 0.185082882643, -0.20133395493, -100.015853882, 119.022521973, 6935.93945312, 7.03709316254, -4.33362913132
        0.292, 0.00613181153312, 0.215697407722, -0.203179895878, -58.2425422668, 113.495475769, 7005.54003906, 7.24002838135, -4.00826597214
        0.293, 0.00529520632699, 0.242582142353, -0.204252645373, -21.4016113281, 107.269615173, 7065.96044922, 7.41089582443, -3.64448451996
        0.294, 0.00432811910287, 0.266302257776, -0.204634189606, 9.96615982056,  100.45198822, 7118.12011719, 7.55194044113, -3.24890971184
        0.295, 0.00325566367246, 0.287264168262, -0.204402714968, 35.4491043091, 93.1357727051, 7162.80615234, 7.66553497314, -2.8272793293
        0.296, 0.0021038048435, 0.306799143553, -0.203610986471, 54.7546310425, 85.3896713257, 7200.51660156, 7.75314283371, -2.38406634331
        0.297, 0.000899072678294, 0.325605928898, -0.202277123928, 67.7046508789, 77.2465591431, 7231.41943359, 7.81493330002, -1.92196953297
        0.298, -0.000331894902047, 0.343896597624, -0.200408712029, 74.2510986328, 68.7288589478, 7255.60351562, 7.85076856613, -1.44313716888
        0.299, -0.00156288570724, 0.361676633358, -0.198011234403,  74.477935791, 59.8576774597, 7273.15380859, 7.86053609848, -0.949611067772
          0.3, -0.0027686371468, 0.378933995962, -0.195089876652, 68.5959014893, 50.6546859741, 7284.16064453, 7.84421491623, -0.44344034791
