0,120
0.833244741,119.9681015
1.666301608,119.9356766
2.499168634,119.9068604
3.331889629,119.8889389
4.16455698,119.8857574
4.997265816,119.8950729
5.830073357,119.9108963
6.662981987,119.9264832
7.495950699,119.9366226
8.328919411,119.9393845
9.16183567,119.9354935
9.994667053,119.927475
10.82741261,119.918663
11.66009235,119.9119797
12.49274445,119.9090729
13.32540512,119.9100342
14.15810013,119.9136505
14.99083996,119.9181061
15.82361698,119.9217911
16.65641785,119.9237671
17.48922539,119.9238663
18.3220253,119.922493
19.15480995,119.9204254
19.98758316,119.9184723
20.82034492,119.9172134
21.65310478,119.9168777
22.48586845,119.9173584
23.31863785,119.9183044
24.15141487,119.9193344
24.98419571,119.920105
25.81697655,119.9204483
26.64975548,119.9203644
27.48252869,119.9199753
28.31529808,119.9194717
29.14806366,119.9190369
29.98082542,119.9187775
30.81358719,119.9187393
31.64635086,119.9188766
32.47911835,119.9191132
33.31188583,119.9193497
34.14465714,119.9195175
34.97743225,119.9195862
35.81020355,119.9195633
36.64297485,119.9194717
37.47574615,119.9193726
38.30851746,119.919281
39.14128876,119.9192429
39.97406006,119.9192505
40.80683136,119.9192963
41.63960266,119.9193497
42.47237396,119.9194107
43.30514526,119.9194412
44.13791656,119.9194565
44.97068787,119.9194489
45.80345917,119.919426
46.63623047,119.9194031
47.46900177,119.9193878
48.30177307,119.9193878
49.13454056,119.9193954
49.96731186,119.9194107
50.80008316,119.919426
51.63285446,119.9194489
52.46562958,119.9194565
53.29840088,119.9194641
54.13117218,119.9194641
54.96394348,119.9194641
55.79671478,119.9194641
56.62948608,119.9194641
57.46225739,119.9194717
58.2950325,119.9194794
59.1278038,119.919487
59.9605751,119.9194946
60.79334641,119.9195023
61.62612152,119.9195099
62.45889282,119.9195099
63.29166412,119.9195175
64.12443542,119.9195175
64.95720673,119.9195251
65.78997803,119.9195251
66.62275696,119.9195328
67.45552826,119.9195404
68.28829956,119.9195404
69.12107086,119.919548
69.95384216,119.9195557
70.78662109,119.9195633
71.6193924,119.9195633
72.4521637,119.9195709
73.284935,119.9195786
74.1177063,119.9195786
74.95048523,119.9195862
75.78325653,119.9195938
76.61602783,119.9195938
77.44879913,119.9196014
78.28157806,119.9196091
79.11434937,119.9196091
79.94712067,119.9196167
80.77989197,119.9196243
81.6126709,119.9196243
82.4454422,119.919632
83.2782135,119.9196396
84.1109848,119.9196396
84.94376373,119.9196472
85.77653503,119.9196548
86.60930634,119.9196548
87.44208527,119.9196625
88.27485657,119.9196701
89.10762787,119.9196701
89.9404068,119.9196777
90.7731781,119.9196854
91.6059494,119.9196854
92.43872833,119.919693
93.27149963,119.9197006
94.10427094,119.9197006
94.93704987,119.9197083
95.76982117,119.9197159
96.60259247,119.9197159
97.4353714,119.9197235
98.2681427,119.9197311
99.100914,119.9197311
99.93369293,119.9197388
100.7664642,119.9197388
101.5992355,119.9197464
102.4320145,119.919754
103.2647858,119.919754
104.0975571,119.9197617
104.930336,119.9197693
105.7631073,119.9197693
106.5958786,119.9197769
107.4286575,119.9197845
108.2614288,119.9197845
109.0942078,119.9197922
109.9269791,119.9197998
110.7597504,119.9197998
111.5925293,119.9198074
112.4253006,119.9198151
113.2580719,119.9198151
114.0908508,119.9198227
114.9236221,119.9198303
115.7563934,119.9198303
116.5891724,119.919838
117.4219437,119.919838
118.2547226,119.9198456
119.0874939,119.9198532
119.9202652,119.9198532
120.7530441,119.9198608
121.5858154,119.9198685
122.4185867,119.9198685
123.2513657,119.9198761
124.084137,119.9198837
124.9169083,119.9198837
125.7496872,119.9198914
126.5824585,119.919899
127.4152374,119.919899
128.2480164,119.9199066
129.08078,119.9199066
129.913559,119.9199142
130.7463379,119.9199219
131.5791168,119.9199219
132.4118958,119.9199295
133.2446594,119.9199371
134.0774384,119.9199371
134.9102173,119.9199448
135.7429962,119.9199524
136.5757751,119.9199524
137.4085388,119.91996
138.2413177,119.91996
139.0740967,119.9199677
139.9068756,119.9199753
140.7396545,119.9199753
141.5724182,119.9199829
142.4051971,119.9199905
143.2379761,119.9199905
144.070755,119.9199982
144.9035339,119.9199982
145.7362976,119.9200058
146.5690765,119.9200134
147.4018555,119.9200134
148.2346344,119.9200211
149.0674133,119.9200287
149.900177,119.9200287
150.7329559,119.9200363
151.5657349,119.9200363
152.3985138,119.9200439
153.2312927,119.9200516
154.0640564,119.9200516
154.8968353,119.9200592
155.7296143,119.9200592
